,CLIENT_ID,RETRO_DT,TARGET,number_of_friends
18011,1517292,20210511,0,54
18012,1517293,20210511,1,100
18013,1517299,20210511,1,100
18014,1517300,20210511,1,100
18015,1517301,20210511,1,45
18016,1517303,20210511,0,8
18017,1517311,20210511,1,100
18018,1517322,20210511,0,100
18019,1517327,20210511,test,91
18020,1517328,20210511,0,100
18021,1517329,20210511,0,100
18022,1517330,20210511,1,40
18023,1517331,20210511,1,5
18024,1517337,20210511,0,96
18025,1517339,20210511,test,100
18026,1517358,20210511,0,100
18027,1517359,20210511,0,100
18028,1517361,20210511,test,100
18029,1517372,20210511,0,100
18030,1517373,20210511,0,25
18031,1517387,20210511,0,91
18032,1517388,20210511,0,92
18033,1517392,20210511,0,100
18034,1517394,20210511,1,74
18035,1517398,20210511,0,1
18036,1517406,20210511,0,44
18037,1517410,20210511,0,56
18038,1517418,20210511,0,100
18039,1517419,20210511,test,91
18040,1517420,20210511,1,57
18041,1517435,20210511,1,45
18042,1517443,20210511,0,32
18043,1517444,20210511,0,9
18044,1517449,20210511,0,100
18045,1517450,20210511,0,100
18046,1517451,20210511,test,52
18047,1517454,20210511,test,100
18048,1517455,20210511,test,83
18049,1517469,20210511,1,100
18050,1517471,20210511,test,100
18051,1517479,20210511,0,99
18052,1517490,20210511,0,12
18053,1517491,20210511,0,99
18054,1517497,20210511,0,100
18055,1517514,20210511,1,17
18056,1517515,20210511,0,4
18057,1517516,20210511,0,100
18058,1517521,20210511,0,100
18059,1517529,20210511,0,32
18060,1517530,20210511,0,67
18061,1517534,20210511,0,77
18062,1517541,20210511,0,100
18063,1517545,20210511,0,99
18064,1517546,20210511,test,100
18065,1517556,20210511,1,100
18066,1517560,20210511,1,51
18067,1517561,20210511,0,100
18068,1517562,20210511,0,52
18069,1517576,20210511,1,100
18070,1517577,20210511,test,81
18071,1517581,20210511,1,100
18072,1517582,20210511,test,20
18073,1517583,20210511,test,100
18074,1517588,20210511,0,5
18075,1517611,20210511,0,100
18076,1517613,20210511,0,61
18077,1517623,20210511,test,29
18078,1517630,20210511,0,100
18079,1517632,20210511,0,100
18080,1517633,20210511,1,100
18081,1517634,20210511,0,100
18082,1517639,20210511,test,64
18083,1517644,20210511,1,89
18084,1517650,20210511,0,100
18085,1517653,20210511,0,45
18086,1517660,20210511,test,100
18087,1517661,20210511,0,24
18088,1517663,20210511,0,18
18089,1517676,20210511,0,100
18090,1517686,20210511,1,100
18091,1517688,20210511,0,100
18092,1517706,20210511,0,100
18093,1517707,20210511,0,100
18094,1517712,20210511,0,77
18095,1517725,20210511,test,100
18096,1517727,20210511,0,100
18097,1517728,20210511,test,100
18098,1517738,20210511,1,41
18099,1517739,20210511,0,34
18100,1517740,20210511,0,100
18101,1517753,20210511,0,25
18102,1517761,20210511,0,99
18103,1517762,20210511,0,100
18104,1517769,20210511,0,100
18105,1517770,20210511,0,33
18106,1517780,20210511,0,100
18107,1517781,20210511,0,20
18108,1517783,20210511,0,100
18109,1517784,20210511,test,69
18110,1517796,20210511,0,100
18111,1517799,20210511,1,100
18112,1517800,20210511,0,100
18113,1517809,20210511,0,63
18114,1517812,20210511,test,100
18115,1517813,20210511,0,100
18116,1517814,20210511,0,100
18117,1517816,20210511,0,68
18118,1517824,20210511,0,100
18119,1517825,20210511,0,100
18120,1517826,20210511,test,100
18121,1517827,20210511,0,100
18122,1517832,20210511,test,30
18123,1517843,20210511,1,43
18124,1517846,20210511,0,100
18125,1517847,20210511,0,100
18126,1517849,20210511,0,20
18127,1517851,20210511,test,100
18128,1517854,20210511,test,23
18129,1517855,20210511,0,100
18130,1517857,20210511,0,38
18131,1517860,20210511,0,100
18132,1517861,20210511,0,100
18133,1517879,20210511,1,100
18134,1517890,20210511,test,100
18135,1517893,20210511,1,48
18136,1517909,20210511,0,28
18137,1517910,20210511,0,7
18138,1517915,20210511,0,100
18139,1517917,20210511,test,59
18140,1517920,20210511,1,100
18141,1517921,20210511,0,100
18142,1517922,20210511,0,54
18143,1517923,20210511,0,32
18144,1517926,20210511,0,10
18145,1517927,20210511,1,1
18146,1517928,20210511,0,100
18147,1517934,20210511,test,12
18148,1517938,20210511,test,100
18149,1517940,20210511,0,100
18150,1517950,20210511,test,98
18151,1517951,20210511,0,74
18152,1517957,20210511,0,100
18153,1517958,20210511,0,53
18154,1517963,20210511,0,100
18155,1517964,20210511,test,100
18156,1517965,20210511,0,74
18157,1517973,20210511,0,53
18158,1517974,20210511,1,100
18159,1517985,20210511,test,100
18160,1517990,20210511,0,100
18161,1518007,20210511,0,100
18162,1518008,20210511,0,100
18163,1518023,20210511,0,100
18164,1518034,20210511,0,100
18165,1518055,20210511,0,47
18166,1518056,20210511,1,100
18167,1518064,20210511,0,55
18168,1518068,20210511,test,100
18169,1518093,20210511,0,27
18170,1518094,20210511,0,49
18171,1518099,20210511,0,100
18172,1518106,20210511,0,100
18173,1518110,20210511,test,100
18174,1518115,20210511,0,25
18175,1518134,20210511,0,100
18176,1518145,20210511,0,33
18177,1518146,20210511,0,81
18178,1518149,20210511,0,100
18179,1518150,20210511,0,12
18180,1518153,20210511,0,100
18181,1518154,20210511,1,30
18182,1518155,20210511,test,100
18183,1518156,20210511,0,100
18184,1518161,20210511,0,76
18185,1518177,20210511,test,100
18186,1518195,20210511,0,100
18187,1518196,20210511,0,79
18188,1518202,20210511,test,100
18189,1518205,20210511,0,99
18190,1518211,20210511,test,100
18191,1518224,20210511,test,100
18192,1518231,20210511,test,87
18193,1518232,20210511,0,100
18194,1518233,20210511,0,52
18195,1518254,20210511,0,72
18196,1518260,20210511,0,100
18197,1518265,20210511,1,31
18198,1518266,20210511,test,96
18199,1518276,20210511,1,100
18200,1518283,20210511,0,100
18201,1518294,20210511,0,100
18202,1518295,20210511,0,10
18203,1518297,20210511,test,100
18204,1518298,20210511,1,100
18205,1518304,20210511,0,83
18206,1518305,20210511,1,22
18207,1518309,20210511,1,30
18208,1518316,20210511,0,38
18209,1518321,20210511,0,100
18210,1518326,20210511,0,100
18211,1518327,20210511,1,61
18212,1518328,20210511,0,100
18213,1518329,20210511,0,7
18214,1518330,20210511,test,100
18215,1518340,20210511,0,100
18216,1518345,20210511,1,100
18217,1518346,20210511,0,74
18218,1518357,20210511,0,77
18219,1518360,20210511,0,38
18220,1518365,20210511,0,6
18221,1518366,20210511,1,100
18222,1518378,20210511,test,100
18223,1518379,20210511,1,90
18224,1518385,20210511,0,99
18225,1518390,20210511,test,100
18226,1518393,20210511,test,100
18227,1518395,20210511,0,61
18228,1518397,20210511,0,100
18229,1518398,20210511,1,100
18230,1518410,20210511,0,72
18231,1518415,20210511,0,100
18232,1518420,20210511,1,4
18233,1518427,20210511,test,100
18234,1518428,20210511,0,26
18235,1518432,20210511,0,99
18236,1518436,20210511,0,100
18237,1518437,20210511,test,28
18238,1518438,20210511,0,100
18239,1518439,20210511,test,65
18240,1518440,20210511,test,100
18241,1518441,20210511,0,100
18242,1518444,20210511,0,100
18243,1518448,20210511,0,100
18244,152584,20210511,0,100
18245,164100,20210511,1,65
18246,164629,20210511,0,100
18247,167395,20210511,1,100
18248,167683,20210511,0,2
18249,1686626,20210511,test,100
18250,1692637,20210511,0,28
18251,1692721,20210511,0,100
18252,1699815,20210511,0,75
18253,1701611,20210511,test,100
18254,1701691,20210511,0,100
18255,1701945,20210511,1,100
18256,1702018,20210511,0,100
18257,1702104,20210511,0,14
18258,1702105,20210511,test,100
18259,1702180,20210511,0,100
18260,1704746,20210511,1,100
18261,1705084,20210511,test,100
18262,1706040,20210511,test,100
18263,1706504,20210511,0,51
18264,1709054,20210511,0,100
18265,1711121,20210511,1,99
18266,1712747,20210511,0,63
18267,1713284,20210511,0,19
18268,1713579,20210511,1,50
18269,1715541,20210511,1,100
18270,1716898,20210511,1,96
18271,1717272,20210511,0,22
18272,1717892,20210511,1,100
18273,1719282,20210511,0,72
18274,1721699,20210511,1,100
18275,1722256,20210511,test,100
18276,1722290,20210511,0,51
18277,1723959,20210511,0,15
18278,1723975,20210511,0,100
18279,1723985,20210511,test,100
18280,1724004,20210511,test,100
18281,1724043,20210511,0,15
18282,1724049,20210511,0,84
18283,1724054,20210511,1,100
18284,1724071,20210511,0,12
18285,1724073,20210511,1,100
18286,1724078,20210511,test,100
18287,1724109,20210511,1,100
18288,1727325,20210511,1,100
18289,1729261,20210511,0,20
18290,1730475,20210511,0,100
18291,1730763,20210511,test,100
18292,1731284,20210511,test,91
18293,1732285,20210511,0,100
18294,1732450,20210511,test,36
18295,1732568,20210511,test,66
18296,1732616,20210511,1,100
18297,1732627,20210511,0,100
18298,1732643,20210511,0,4
18299,1732645,20210511,0,59
18300,1732649,20210511,test,100
18301,1732656,20210511,test,100
18302,1732660,20210511,test,6
18303,1732661,20210511,0,100
18304,1732673,20210511,1,1
18305,1732676,20210511,test,5
18306,1732728,20210511,0,100
18307,1732730,20210511,0,80
18308,1732782,20210511,0,54
18309,1732785,20210511,0,100
18310,1732791,20210511,0,100
18311,1735893,20210511,1,64
18312,1736018,20210511,1,100
18313,1736802,20210511,test,71
18314,1740056,20210511,0,42
18315,1741029,20210511,test,8
18316,1741394,20210511,0,100
18317,1741405,20210511,1,2
18318,1741568,20210511,0,54
18319,1741598,20210511,0,100
18320,1741599,20210511,1,71
18321,1741653,20210511,0,44
18322,1741662,20210511,0,26
18323,1741683,20210511,0,100
18324,1741718,20210511,test,100
18325,1741726,20210511,1,60
18326,1744558,20210511,test,55
18327,174499,20210511,0,100
18328,1745251,20210511,0,100
18329,1745876,20210511,0,100
18330,1747815,20210511,test,100
18331,1748148,20210511,0,84
18332,1748454,20210511,0,100
18333,1748663,20210511,0,87
18334,1749440,20210511,0,48
18335,1749701,20210511,0,24
18336,1749905,20210511,1,84
18337,1749960,20210511,0,93
18338,1750045,20210511,1,23
18339,1750390,20210511,0,100
18340,1750504,20210511,0,90
18341,1750511,20210511,0,100
18342,1750512,20210511,0,35
18343,1750536,20210511,0,100
18344,1750546,20210511,0,46
18345,1750593,20210511,test,47
18346,1750600,20210511,1,100
18347,1750601,20210511,0,63
18348,1750610,20210511,0,17
18349,1750626,20210511,0,67
18350,1750633,20210511,0,100
18351,1750644,20210511,0,82
18352,1750673,20210511,test,40
18353,1750676,20210511,0,52
18354,1754481,20210511,0,77
18355,1758402,20210511,test,95
18356,1759398,20210511,0,100
18357,1759399,20210511,0,100
18358,1759413,20210511,1,14
18359,1759433,20210511,test,100
18360,1759462,20210511,0,75
18361,1759472,20210511,0,100
18362,1759490,20210511,1,46
18363,1759522,20210511,test,41
18364,1759525,20210511,0,9
18365,1759530,20210511,1,19
18366,1759563,20210511,0,3
18367,1759567,20210511,1,99
18368,1759576,20210511,0,100
18369,1759590,20210511,0,51
18370,1759592,20210511,0,100
18371,1759593,20210511,0,32
18372,1759597,20210511,0,100
18373,1759600,20210511,0,100
18374,1763066,20210511,0,43
18375,1766554,20210511,test,100
18376,1767631,20210511,1,100
18377,1767653,20210511,0,69
18378,1768397,20210511,1,100
18379,1768411,20210511,0,78
18380,1768434,20210511,0,87
18381,1768461,20210511,test,100
18382,1768484,20210511,0,82
18383,1768533,20210511,1,100
18384,1768582,20210511,0,100
18385,1768585,20210511,test,100
18386,196830,20210511,1,100
18387,206394,20210511,test,100
18388,218045,20210511,1,47
18389,238787,20210511,test,100
18390,244088,20210511,0,49
18391,260174,20210511,0,100
18392,260714,20210511,0,100
18393,262958,20210511,1,100
18394,269290,20210511,0,100
18395,273258,20210511,test,100
18396,278837,20210511,test,100
18397,287753,20210511,1,100
18398,29626,20210511,test,100
18399,29627,20210511,0,100
18400,29628,20210511,0,100
18401,300778,20210511,0,100
18402,303332,20210511,test,32
18403,318091,20210511,0,56
18404,319425,20210511,1,2
18405,340426,20210511,0,100
18406,341309,20210511,1,1
18407,349151,20210511,0,39
18408,349819,20210511,1,100
18409,354342,20210511,0,100
18410,357689,20210511,1,97
18411,358492,20210511,0,90
18412,367607,20210511,1,100
18413,370785,20210511,1,99
18414,371078,20210511,test,100
18415,371769,20210511,1,100
18416,37234,20210511,0,92
18417,37729,20210511,1,100
18418,383826,20210511,1,32
18419,383876,20210511,test,100
18420,384991,20210511,1,71
18421,390114,20210511,0,100
18422,39101,20210511,0,100
18423,39102,20210511,0,94
18424,392076,20210511,test,29
18425,40075,20210511,0,100
18426,40078,20210511,test,100
18427,406264,20210511,test,91
18428,41437,20210511,0,100
18429,424264,20210511,test,3
18430,43212,20210511,1,100
18431,441040,20210511,1,100
18432,44260,20210511,0,99
18433,44262,20210511,0,100
18434,44267,20210511,0,100
18435,442831,20210511,1,100
18436,449389,20210511,0,100
18437,45407,20210511,0,100
18438,45409,20210511,0,1
18439,45410,20210511,1,5
18440,45411,20210511,0,100
18441,455470,20210511,1,68
18442,459630,20210511,test,100
18443,46558,20210511,1,100
18444,46565,20210511,1,100
18445,46568,20210511,test,79
18446,471079,20210511,0,70
18447,480525,20210511,1,100
18448,48450,20210511,0,100
18449,48451,20210511,0,100
18450,48452,20210511,0,100
18451,48625,20210511,0,100
18452,492418,20210511,1,100
18453,49501,20210511,test,15
18454,49506,20210511,test,100
18455,49517,20210511,0,100
18456,49519,20210511,test,85
18457,49520,20210511,0,100
18458,498117,20210511,0,100
18459,498495,20210511,0,99
18460,50075,20210511,1,56
18461,50082,20210511,0,100
18462,50084,20210511,1,5
18463,50429,20210511,1,100
18464,50432,20210511,0,100
18465,50438,20210511,0,100
18466,50439,20210511,0,100
18467,50440,20210511,test,100
18468,50469,20210511,0,100
18469,50470,20210511,0,100
18470,50714,20210511,test,16
18471,50716,20210511,0,100
18472,50882,20210511,1,100
18473,50884,20210511,1,100
18474,509675,20210511,1,100
18475,51831,20210511,1,13
18476,51838,20210511,test,100
18477,51839,20210511,0,67
18478,518419,20210511,test,100
18479,52011,20210511,test,100
18480,52016,20210511,1,9
18481,52017,20210511,1,100
18482,52034,20210511,0,100
18483,52038,20210511,0,100
18484,522225,20210511,1,20
18485,52413,20210511,0,64
18486,52420,20210511,test,100
18487,52422,20210511,0,59
18488,52722,20210511,0,100
18489,52725,20210511,0,100
18490,52904,20210511,test,100
18491,53773,20210511,test,86
18492,53774,20210511,0,53
18493,53776,20210511,0,100
18494,53779,20210511,0,100
18495,53783,20210511,0,100
18496,544525,20210511,0,83
18497,545404,20210511,1,83
18498,54725,20210511,test,100
18499,54726,20210511,1,22
18500,54732,20210511,1,16
18501,54736,20210511,1,100
18502,552464,20210511,1,81
18503,554808,20210511,0,100
18504,555729,20210511,test,72
18505,560701,20210511,0,100
18506,56192,20210511,0,100
18507,56202,20210511,test,45
18508,562508,20210511,test,75
18509,56253,20210511,0,47
18510,563104,20210511,0,95
18511,564468,20210511,1,100
18512,56530,20210511,0,100
18513,56533,20210511,test,100
18514,56537,20210511,0,100
18515,56538,20210511,test,100
18516,56540,20210511,0,9
18517,57007,20210511,0,68
18518,57008,20210511,1,84
18519,57165,20210511,test,66
18520,57166,20210511,test,15
18521,572039,20210511,0,100
18522,575308,20210511,test,89
18523,57574,20210511,0,65
18524,577244,20210511,test,100
18525,578729,20210511,0,91
18526,579308,20210511,1,27
18527,58056,20210511,0,100
18528,58058,20210511,0,21
18529,58083,20210511,test,100
18530,58188,20210511,0,47
18531,58447,20210511,0,100
18532,58453,20210511,0,100
18533,588365,20210511,0,13
18534,597388,20210511,0,100
18535,602026,20210511,test,89
18536,60579,20210511,0,100
18537,608209,20210511,1,51
18538,609774,20210511,0,100
18539,609804,20210511,0,100
18540,61366,20210511,1,100
18541,61391,20210511,test,28
18542,61392,20210511,0,100
18543,61395,20210511,1,40
18544,61396,20210511,1,100
18545,61399,20210511,1,16
18546,61402,20210511,0,78
18547,61403,20210511,test,100
18548,61472,20210511,0,100
18549,61474,20210511,0,8
18550,617196,20210511,0,99
18551,618244,20210511,1,100
18552,61835,20210511,0,86
18553,619164,20210511,1,82
18554,62683,20210511,1,71
18555,62684,20210511,0,100
18556,62687,20210511,1,100
18557,631709,20210511,0,66
18558,633493,20210511,1,22
18559,63753,20210511,test,92
18560,63763,20210511,0,100
18561,63766,20210511,1,100
18562,63807,20210511,test,100
18563,63810,20210511,0,100
18564,639003,20210511,0,17
18565,644380,20210511,0,4
18566,649182,20210511,1,100
18567,654413,20210511,1,26
18568,657731,20210511,1,100
18569,663561,20210511,1,40
18570,664728,20210511,0,100
18571,674489,20210511,0,100
18572,682949,20210511,1,100
18573,68854,20210511,0,100
18574,69142,20210511,1,59
18575,69147,20210511,test,81
18576,693895,20210511,0,1
18577,695731,20210511,0,100
18578,698365,20210511,0,100
18579,701228,20210511,test,100
18580,70165,20210511,1,24
18581,70167,20210511,0,100
18582,70172,20210511,1,80
18583,702412,20210511,0,22
18584,702530,20210511,0,100
18585,703478,20210511,0,100
18586,704618,20210511,0,79
18587,70733,20210511,0,100
18588,70735,20210511,1,91
18589,709332,20210511,0,100
18590,71157,20210511,0,9
18591,71161,20210511,0,94
18592,71562,20210511,1,100
18593,71564,20210511,0,100
18594,71566,20210511,0,100
18595,718677,20210511,0,100
18596,72188,20210511,0,57
18597,72191,20210511,1,100
18598,72538,20210511,0,100
18599,72543,20210511,test,99
18600,72550,20210511,0,100
18601,72551,20210511,1,100
18602,72560,20210511,0,100
18603,726831,20210511,0,100
18604,739014,20210511,1,100
18605,742156,20210511,0,100
18606,74255,20210511,0,15
18607,74256,20210511,1,100
18608,74257,20210511,0,1
18609,74258,20210511,0,89
18610,74259,20210511,0,100
18611,74260,20210511,0,100
18612,74292,20210511,0,99
18613,74293,20210511,0,95
18614,74294,20210511,0,1
18615,74295,20210511,0,100
18616,74296,20210511,0,100
18617,74298,20210511,1,26
18618,74299,20210511,0,68
18619,74300,20210511,test,100
18620,74301,20210511,0,100
18621,74302,20210511,1,59
18622,744729,20210511,test,100
18623,749399,20210511,test,100
18624,761056,20210511,0,5
18625,768742,20210511,test,31
18626,770115,20210511,0,95
18627,770385,20210511,0,100
18628,771193,20210511,1,100
18629,773097,20210511,test,100
18630,775736,20210511,0,100
18631,776609,20210511,1,100
18632,77665,20210511,0,100
18633,77764,20210511,1,100
18634,77807,20210511,test,95
18635,77809,20210511,0,100
18636,77810,20210511,test,100
18637,77811,20210511,1,100
18638,77812,20210511,0,25
18639,77849,20210511,0,100
18640,77850,20210511,0,100
18641,783253,20210511,0,68
18642,788107,20210511,test,100
18643,792945,20210511,0,100
18644,793528,20210511,0,89
18645,79660,20210511,test,100
18646,79661,20210511,0,99
18647,79663,20210511,1,54
18648,79664,20210511,test,100
18649,79666,20210511,1,1
18650,79667,20210511,0,54
18651,79668,20210511,1,100
18652,79669,20210511,test,100
18653,79671,20210511,0,100
18654,79672,20210511,0,76
18655,79673,20210511,0,38
18656,79674,20210511,0,80
18657,79675,20210511,0,100
18658,79698,20210511,0,100
18659,79699,20210511,0,100
18660,79726,20210511,0,2
18661,79727,20210511,1,53
18662,79728,20210511,test,37
18663,79729,20210511,1,100
18664,79730,20210511,1,11
18665,79731,20210511,1,100
18666,799679,20210511,test,65
18667,800958,20210511,0,100
18668,802373,20210511,1,19
18669,80464,20210511,1,6
18670,80465,20210511,test,100
18671,80466,20210511,0,100
18672,80467,20210511,0,2
18673,80468,20210511,1,100
18674,80469,20210511,0,100
18675,80470,20210511,1,100
18676,80471,20210511,1,100
18677,80472,20210511,test,99
18678,80473,20210511,0,100
18679,80474,20210511,0,1
18680,80476,20210511,0,26
18681,80478,20210511,test,100
18682,80480,20210511,0,100
18683,80481,20210511,0,5
18684,80482,20210511,1,99
18685,80484,20210511,0,100
18686,80485,20210511,1,100
18687,80486,20210511,0,59
18688,81047,20210511,0,100
18689,821184,20210511,0,100
18690,83225,20210511,0,100
18691,83227,20210511,0,100
18692,83372,20210511,test,12
18693,83382,20210511,test,100
18694,83383,20210511,0,100
18695,83384,20210511,1,100
18696,83385,20210511,1,100
18697,83386,20210511,0,50
18698,83388,20210511,0,100
18699,83389,20210511,1,32
18700,83390,20210511,test,90
18701,83391,20210511,0,84
18702,83392,20210511,0,100
18703,83394,20210511,0,100
18704,83396,20210511,test,1
18705,83441,20210511,1,100
18706,836603,20210511,1,100
18707,83953,20210511,0,74
18708,83954,20210511,1,59
18709,839546,20210511,0,94
18710,83955,20210511,test,100
18711,83957,20210511,0,4
18712,83960,20210511,test,100
18713,83961,20210511,0,100
18714,83962,20210511,0,69
18715,83983,20210511,test,84
18716,83985,20210511,1,100
18717,83998,20210511,1,100
18718,83999,20210511,test,100
18719,84000,20210511,0,100
18720,84001,20210511,test,100
18721,84002,20210511,0,100
18722,84003,20210511,0,23
18723,84007,20210511,1,100
18724,840084,20210511,test,7
18725,84027,20210511,0,100
18726,84028,20210511,0,32
18727,84029,20210511,0,100
18728,84030,20210511,1,100
18729,84031,20210511,1,20
18730,84032,20210511,test,100
18731,84033,20210511,1,100
18732,84034,20210511,test,100
18733,84036,20210511,0,73
18734,84037,20210511,1,100
18735,84038,20210511,test,74
18736,84039,20210511,test,94
18737,84040,20210511,1,100
18738,84041,20210511,test,100
18739,84043,20210511,1,100
18740,84044,20210511,0,85
18741,84045,20210511,test,29
18742,84046,20210511,0,100
18743,84048,20210511,0,100
18744,84050,20210511,1,100
18745,84051,20210511,0,73
18746,84055,20210511,1,17
18747,84056,20210511,test,9
18748,84057,20210511,test,100
18749,84058,20210511,0,100
18750,84059,20210511,test,12
18751,84060,20210511,0,64
18752,84061,20210511,test,100
18753,84062,20210511,1,33
18754,84063,20210511,0,42
18755,84064,20210511,0,53
18756,84065,20210511,0,99
18757,84066,20210511,0,100
18758,84067,20210511,0,100
18759,84068,20210511,1,69
18760,84069,20210511,0,99
18761,84070,20210511,0,100
18762,84071,20210511,0,62
18763,84072,20210511,1,100
18764,84073,20210511,1,100
18765,84074,20210511,test,100
18766,84075,20210511,test,100
18767,84076,20210511,1,39
18768,84077,20210511,0,16
18769,84078,20210511,0,33
18770,84079,20210511,test,100
18771,84080,20210511,1,31
18772,84081,20210511,1,38
18773,84211,20210511,test,100
18774,84212,20210511,0,4
18775,84213,20210511,0,66
18776,84214,20210511,0,73
18777,84217,20210511,0,30
18778,84218,20210511,test,95
18779,84219,20210511,0,100
18780,84221,20210511,0,100
18781,84222,20210511,1,98
18782,84223,20210511,0,40
18783,84224,20210511,0,100
18784,84225,20210511,test,100
18785,84227,20210511,1,86
18786,84232,20210511,0,76
18787,84233,20210511,1,100
18788,84234,20210511,1,70
18789,84235,20210511,test,49
18790,84237,20210511,0,88
18791,84238,20210511,1,100
18792,84241,20210511,test,64
18793,84242,20210511,test,100
18794,84243,20210511,0,100
18795,84244,20210511,1,44
18796,84245,20210511,0,100
18797,84246,20210511,1,100
18798,84247,20210511,test,100
18799,84249,20210511,0,99
18800,84250,20210511,0,10
18801,84252,20210511,0,7
18802,84254,20210511,1,91
18803,84255,20210511,0,87
18804,84256,20210511,1,100
18805,84257,20210511,1,19
18806,84258,20210511,test,100
18807,84259,20210511,0,100
18808,84260,20210511,0,100
18809,84262,20210511,1,100
18810,84263,20210511,0,73
18811,84264,20210511,test,100
18812,84265,20210511,test,100
18813,84267,20210511,0,100
18814,84268,20210511,test,33
18815,84269,20210511,1,100
18816,84334,20210511,0,2
18817,84335,20210511,0,69
18818,84336,20210511,test,90
18819,84337,20210511,0,100
18820,84338,20210511,1,100
18821,84339,20210511,0,100
18822,84340,20210511,0,39
18823,84341,20210511,1,99
18824,84342,20210511,1,100
18825,84343,20210511,0,100
18826,84344,20210511,0,47
18827,84345,20210511,0,100
18828,84346,20210511,0,55
18829,847747,20210511,0,100
18830,85873,20210511,1,100
18831,86133,20210511,0,100
18832,86348,20210511,0,3
18833,86350,20210511,1,100
18834,86351,20210511,1,100
18835,86352,20210511,test,36
18836,86353,20210511,1,100
18837,86355,20210511,0,100
18838,863626,20210511,0,100
18839,864036,20210511,0,11
18840,868695,20210511,0,63
18841,873894,20210511,0,20
18842,875032,20210511,1,100
18843,875430,20210511,test,100
18844,87662,20210511,1,100
18845,879805,20210511,0,61
18846,880289,20210511,0,100
18847,882496,20210511,0,100
18848,885919,20210511,1,64
18849,888345,20210511,1,100
18850,892065,20210511,1,100
18851,897817,20210511,0,1
18852,903306,20210511,1,100
18853,904854,20210511,1,100
18854,908597,20210511,test,100
18855,912413,20210511,1,100
18856,914095,20210511,0,100
18857,916970,20210511,0,49
18858,918465,20210511,1,100
18859,937436,20210511,0,100
18860,940005,20210511,test,100
18861,942914,20210511,1,100
18862,956228,20210511,0,100
18863,957644,20210511,test,100
18864,959656,20210511,test,100
18865,960935,20210511,0,43
18866,982119,20210511,1,100
18867,986053,20210511,0,100
18868,994883,20210511,1,12
18869,996300,20210511,0,55
18870,1000100,20210512,0,100
18871,1005123,20210512,0,2
18872,1008740,20210512,0,100
18873,1015521,20210512,1,87
18874,1045158,20210512,1,18
18875,1049931,20210512,1,100
18876,1051058,20210512,0,85
18877,1057003,20210512,0,16
18878,1060821,20210512,1,71
18879,1069214,20210512,test,100
18880,1069654,20210512,0,100
18881,1077533,20210512,test,100
18882,1078414,20210512,1,100
18883,1081065,20210512,test,100
18884,1096504,20210512,1,100
18885,1097011,20210512,0,94
18886,1098690,20210512,0,86
18887,1111483,20210512,0,100
18888,1124663,20210512,test,15
18889,1138123,20210512,1,35
18890,1141193,20210512,0,100
18891,1142198,20210512,0,53
18892,1143955,20210512,0,100
18893,1146528,20210512,0,99
18894,1151052,20210512,1,100
18895,1158494,20210512,1,68
18896,1163233,20210512,0,82
18897,116349,20210512,1,88
18898,1169893,20210512,0,99
18899,1175145,20210512,0,100
18900,1194479,20210512,0,8
18901,1195849,20210512,1,84
18902,1196852,20210512,0,100
18903,1197027,20210512,1,75
18904,1197701,20210512,0,100
18905,1198600,20210512,0,9
18906,1200099,20210512,0,100
18907,1202703,20210512,1,100
18908,1209788,20210512,1,74
18909,1213468,20210512,0,100
18910,1213930,20210512,0,100
18911,1218310,20210512,0,100
18912,1219771,20210512,test,100
18913,1219863,20210512,0,100
18914,1222381,20210512,1,78
18915,1222420,20210512,0,81
18916,1227992,20210512,0,12
18917,1228682,20210512,1,100
18918,1236094,20210512,0,80
18919,1243932,20210512,1,100
18920,1245082,20210512,0,70
18921,1246192,20210512,test,41
18922,1247741,20210512,0,42
18923,1248408,20210512,0,100
18924,1251216,20210512,0,100
18925,1256494,20210512,1,100
18926,1257885,20210512,0,100
18927,1258757,20210512,test,24
18928,125908,20210512,test,12
18929,1259995,20210512,0,36
18930,1260008,20210512,1,100
18931,1261096,20210512,test,100
18932,1264867,20210512,1,2
18933,1268723,20210512,0,8
18934,1272610,20210512,1,2
18935,1273287,20210512,0,100
18936,1277009,20210512,test,25
18937,1283559,20210512,1,100
18938,1283576,20210512,test,100
18939,1291079,20210512,1,100
18940,1293099,20210512,1,100
18941,1295771,20210512,test,100
18942,1295952,20210512,1,100
18943,1299232,20210512,1,60
18944,1299475,20210512,0,21
18945,1304904,20210512,0,100
18946,130690,20210512,test,95
18947,1307154,20210512,0,100
18948,1307762,20210512,test,36
18949,1309239,20210512,1,11
18950,1310314,20210512,1,100
18951,1322616,20210512,1,8
18952,1323065,20210512,0,100
18953,1323999,20210512,0,58
18954,1324609,20210512,test,100
18955,1325121,20210512,0,27
18956,132525,20210512,1,82
18957,1327590,20210512,1,45
18958,1329551,20210512,test,100
18959,1332750,20210512,0,100
18960,1333002,20210512,0,100
18961,1333378,20210512,test,94
18962,1333569,20210512,0,100
18963,1335717,20210512,0,100
18964,1336214,20210512,0,69
18965,1341863,20210512,0,96
18966,1345919,20210512,test,90
18967,1351972,20210512,0,13
18968,1353729,20210512,0,82
18969,1354877,20210512,test,100
18970,1364098,20210512,0,100
18971,1369384,20210512,0,100
18972,1369980,20210512,0,100
18973,1370807,20210512,0,51
18974,1371404,20210512,0,87
